序号,sector,行业指数,pct_change,inflow,outflow,main_net_inflow,stock_count,top_stock,top_stock_pct,当前价,main_net_inflow_pct,fetch_time
130,供销社,1187.82,-1.13,755000000.0,915000000.0,-160000000.0,15,湖南发展,2.88,15.03,,2026-05-12 14:37:08
131,房屋检测,1858.1,-1.13,1807999999.9999998,2139000000.0,-332000000.0,46,苏博特,8.01,14.43,,2026-05-12 14:37:08
132,商业航天,2592.92,-1.13,139492000000.0,164119000000.0,-24627000000.0,493,通光线缆,20.0,23.22,,2026-05-12 14:37:08
133,有机硅概念,2210.11,-1.13,6278000000.0,7298000000.0,-1019999999.9999999,51,金三江,8.1,16.15,,2026-05-12 14:37:08
134,固废处理,2475.2,-1.14,12991000000.0,16800000000.0,-3809000000.0000005,153,中材节能,7.7,9.09,,2026-05-12 14:37:08
135,民爆概念,1923.68,-1.14,3479000000.0,3608000000.0,-130000000.0,25,力芯微,8.41,62.88,,2026-05-12 14:37:08
136,新型工业化,1905.89,-1.14,42188000000.0,50615000000.0,-8427000000.0,286,快克智能,10.01,55.94,,2026-05-12 14:37:08
137,煤炭概念,2450.77,-1.14,13258000000.000002,14418000000.0,-1160000000.0,87,*ST美丽,5.0,2.73,,2026-05-12 14:37:08
138,金属铜,2073.53,-1.15,33516000000.000004,36662000000.0,-3145000000.0,94,金田股份,6.05,12.1,,2026-05-12 14:37:08
139,低空经济,2409.28,-1.15,90968000000.0,112057000000.0,-21089000000.0,486,科翔股份,19.23,72.37,,2026-05-12 14:37:08
140,上海自贸区,4623.79,-1.15,10834000000.0,12322000000.0,-1488000000.0,58,*ST网达,5.04,13.55,,2026-05-12 14:37:08
141,装配式建筑,1105.15,-1.15,5708000000.0,7159000000.0,-1451000000.0,107,花王股份,10.07,7.65,,2026-05-12 14:37:08
142,中俄贸易概念,1845.97,-1.16,10690000000.0,13257000000.0,-2567000000.0,178,特锐德,9.09,32.99,,2026-05-12 14:37:08
143,智能家居,4133.8,-1.16,44450000000.0,54307000000.00001,-9857000000.0,286,金螳螂,10.07,7.98,,2026-05-12 14:37:08
144,智慧城市,4814.93,-1.16,64863000000.0,83510000000.0,-18647000000.0,417,工大科雅,19.99,40.64,,2026-05-12 14:37:08
145,信托概念,1262.9,-1.16,1732999999.9999998,2507000000.0,-774000000.0,23,江苏国信,3.53,8.22,,2026-05-12 14:37:08
146,云游戏,1789.41,-1.16,8130000000.0,10548000000.0,-2418000000.0,27,佳创视讯,10.41,10.18,,2026-05-12 14:37:08
147,注册制次新股,219.32,-1.16,15613000000.0,18466000000.0,-2853000000.0,83,春光集团,11.27,108.49,,2026-05-12 14:37:08
148,金属锌,2545.97,-1.16,18318000000.0,19400000000.0,-1082000000.0,44,ST京蓝,5.04,6.25,,2026-05-12 14:37:08
149,燃料电池,2294.02,-1.17,36478000000.0,45660000000.0,-9183000000.0,213,汉缆股份,10.0,10.01,,2026-05-12 14:37:08
150,碳中和,2226.01,-1.17,37560000000.0,45723000000.0,-8163000000.0,273,康欣新材,10.1,4.36,,2026-05-12 14:37:08
151,东数西算(算力),2582.25,-1.17,151474000000.0,176064000000.0,-24590000000.0,383,汉邦高科,19.98,11.47,,2026-05-12 14:37:08
152,工业互联网,2998.24,-1.18,85866000000.0,106113000000.00002,-20246000000.0,428,科翔股份,19.23,72.37,,2026-05-12 14:37:08
153,粤港澳大湾区,2937.87,-1.18,106044000000.0,123443000000.0,-17399000000.0,475,南风股份,19.97,16.22,,2026-05-12 14:37:08
154,足球概念,1792.81,-1.19,3361000000.0,4075000000.0,-713000000.0,38,探路者,4.43,15.78,,2026-05-12 14:37:08
155,跨境支付(CIPS),1716.65,-1.2,9781000000.0,12922000000.0,-3141000000.0,73,ST信安,2.39,8.99,,2026-05-12 14:37:08
156,PVDF概念,1525.13,-1.2,3768000000.0,5213000000.0,-1444000000.0,18,浙江众成,9.96,7.73,,2026-05-12 14:37:08
157,短剧游戏,1451.44,-1.21,15227000000.000002,19632000000.0,-4405000000.0,84,线上线下,20.0,111.49,,2026-05-12 14:37:08
158,卫星导航,5504.62,-1.21,84444000000.0,99769000000.0,-15325000000.0,276,众合科技,10.02,10.76,,2026-05-12 14:37:08
159,新疆振兴,1124.02,-1.21,17820000000.0,20687000000.0,-2867000000.0,154,双杰电气,9.07,17.56,,2026-05-12 14:37:08
160,高端装备,3819.16,-1.22,71226000000.0,85503000000.0,-14277000000.000002,364,快克智能,10.01,55.94,,2026-05-12 14:37:08
161,消毒剂,2238.47,-1.22,5336000000.0,7161000000.0,-1825000000.0,60,光莆股份,15.23,28.82,,2026-05-12 14:37:08
162,无线耳机,2753.09,-1.22,40281000000.0,46863000000.0,-6581000000.0,97,光莆股份,15.23,28.82,,2026-05-12 14:37:08
163,数字经济,1772.62,-1.23,69727000000.0,87771000000.0,-18044000000.0,506,品茗科技,14.07,106.79,,2026-05-12 14:37:08
164,航运概念,1828.56,-1.23,6299000000.0,8760000000.0,-2460000000.0,85,皖通科技,4.1,10.17,,2026-05-12 14:37:08
165,虚拟现实,1139.94,-1.23,76048000000.0,89832000000.0,-13784000000.0,286,佳创视讯,10.41,10.18,,2026-05-12 14:37:08
166,百度概念,2187.01,-1.23,61486000000.0,72422000000.0,-10936000000.0,231,华策影视,14.55,10.08,,2026-05-12 14:37:08
167,特钢概念,3560.36,-1.24,3968000000.0,5384000000.0,-1416000000.0,42,北京利尔,5.8,10.57,,2026-05-12 14:37:08
168,小金属概念,4100.91,-1.24,60976000000.0,70775000000.0,-9799000000.0,167,云南锗业,7.96,99.55,,2026-05-12 14:37:08
169,大飞机,4360.66,-1.24,33077000000.0,41656000000.0,-8580000000.0,152,通光线缆,20.0,23.22,,2026-05-12 14:37:08
170,脑机接口,1757.74,-1.24,10816000000.0,14331000000.0,-3515000000.0,70,光莆股份,15.23,28.82,,2026-05-12 14:37:08
171,手机游戏,3048.5,-1.25,9850000000.0,11542000000.0,-1691000000.0,59,华策影视,14.55,10.08,,2026-05-12 14:37:08
172,快手概念,2239.3,-1.26,11488000000.0,15424000000.0,-3936999999.9999995,50,线上线下,20.0,111.49,,2026-05-12 14:37:08
173,IP经济(谷子经济),1386.17,-1.26,13141999999.999998,16016999999.999998,-2875000000.0,195,华策影视,14.55,10.08,,2026-05-12 14:37:08
174,时空大数据,1748.54,-1.26,6123000000.0,8406000000.0,-2284000000.0,65,众合科技,10.02,10.76,,2026-05-12 14:37:08
175,同花顺果指数,2373.84,-1.27,30868000000.0,36116000000.0,-5248000000.0,20,环旭电子,2.62,42.26,,2026-05-12 14:37:08
176,智慧灯杆,1769.37,-1.27,6773000000.0,7641000000.0,-868000000.0,63,宜通世纪,7.08,6.35,,2026-05-12 14:37:08
177,信创,2274.85,-1.27,61879000000.0,72835000000.0,-10957000000.0,300,工大科雅,19.99,40.64,,2026-05-12 14:37:08
178,POE胶膜,1007.05,-1.28,3432000000.0,3793000000.0,-361000000.0,29,荣盛石化,2.91,13.44,,2026-05-12 14:37:08
179,污水处理,2017.33,-1.28,20501000000.0,25658000000.0,-5157000000.0,229,京源环保,8.98,11.89,,2026-05-12 14:37:08
180,中船系,1842.24,-1.28,2143000000.0,2897000000.0,-754000000.0,20,中船特气,1.57,97.35,,2026-05-12 14:37:08
181,金属回收,1383.96,-1.28,21396000000.0,26310000000.000004,-4914000000.0,84,福达合金,8.3,74.02,,2026-05-12 14:37:08
182,抖音概念(字节概念),1890.31,-1.28,59240000000.0,71798000000.0,-12557000000.0,213,线上线下,20.0,111.49,,2026-05-12 14:37:08
183,氢能源,3031.93,-1.29,76148000000.0,95244000000.0,-19096000000.0,397,海鸥股份,10.02,20.42,,2026-05-12 14:37:08
184,元宇宙,2093.58,-1.3,31704000000.000004,41762000000.0,-10058000000.0,181,华策影视,14.55,10.08,,2026-05-12 14:37:08
185,上海国企改革,1968.52,-1.3,3952000000.0000005,5817000000.0,-1864999999.9999998,108,耀皮玻璃,4.26,7.09,,2026-05-12 14:37:08
186,PM2.5,1955.49,-1.3,2896000000.0,3180000000.0,-284000000.0,36,南风股份,19.97,16.22,,2026-05-12 14:37:08
187,人工智能,1479.21,-1.31,179030000000.0,217306000000.0,-38277000000.0,1060,工大科雅,19.99,40.64,,2026-05-12 14:37:08
188,天然气,1818.07,-1.32,15722999999.999998,18817000000.0,-3093000000.0,165,春晖智控,6.01,36.35,,2026-05-12 14:37:08
189,人民币贬值受益,2605.41,-1.33,171092000000.0,187287000000.0,-16194999999.999998,602,光莆股份,15.23,28.82,,2026-05-12 14:37:08
190,独角兽概念,2230.95,-1.33,25165000000.0,33749000000.0,-8584999999.999999,110,合肥城建,10.02,16.36,,2026-05-12 14:37:08
191,金属铅,2232.49,-1.33,18150000000.0,19139000000.0,-989000000.0,39,西部矿业,3.62,33.47,,2026-05-12 14:37:08
192,烟草,1751.81,-1.34,2609000000.0,2970000000.0,-361000000.0,41,亚香股份,1.76,41.65,,2026-05-12 14:37:08
193,移动支付,2561.58,-1.34,9447000000.0,12142000000.0,-2695000000.0,77,吴通控股,13.23,6.93,,2026-05-12 14:37:08
194,车联网(车路协同),1319.5,-1.34,53955999999.99999,69565000000.0,-15608000000.000002,295,汉邦高科,19.98,11.47,,2026-05-12 14:37:08
195,阿里巴巴概念,2198.23,-1.35,100521000000.0,119056000000.0,-18535000000.0,686,线上线下,20.0,111.49,,2026-05-12 14:37:08
196,区块链,1704.94,-1.35,44878000000.0,56128000000.0,-11249000000.0,261,百邦科技,12.35,45.12,,2026-05-12 14:37:08
197,金属镍,1469.4,-1.36,15022999999.999998,16854000000.0,-1830999999.9999998,40,西部矿业,3.62,33.47,,2026-05-12 14:37:08
198,DeepSeek概念,1839.67,-1.36,126942000000.0,162629000000.0,-35687000000.0,770,华策影视,14.55,10.08,,2026-05-12 14:37:08
199,华为鲲鹏,1581.04,-1.37,31602000000.0,38647000000.0,-7045000000.0,176,工大科雅,19.99,40.64,,2026-05-12 14:37:08
200,在线教育,3207.12,-1.37,12750000000.0,18870000000.0,-6120000000.0,128,佳创视讯,10.41,10.18,,2026-05-12 14:37:08
201,飞行汽车(eVTOL),2087.26,-1.32,18442000000.0,25091000000.0,-6648999999.999999,266,瑞可达,7.51,137.32,,2026-05-12 14:37:08
202,DeepSeek概念,1840.51,-1.32,127301000000.0,162979000000.0,-35678000000.0,770,华策影视,14.55,10.08,,2026-05-12 14:37:08
203,在线教育,3208.59,-1.32,12810000000.0,18930000000.0,-6120000000.0,128,佳创视讯,10.41,10.18,,2026-05-12 14:37:08
204,华为鲲鹏,1581.73,-1.32,31695999999.999996,38747000000.0,-7051000000.000001,176,工大科雅,19.99,40.64,,2026-05-12 14:37:08
205,多模态AI,1493.47,-1.33,26326000000.0,35153000000.0,-8826000000.0,148,华策影视,14.55,10.08,,2026-05-12 14:37:08
206,3D打印,4963.21,-1.33,33293000000.0,38345000000.0,-5052000000.0,133,南风股份,19.97,16.22,,2026-05-12 14:37:08
207,ETC,1976.15,-1.33,4493000000.0,6076000000.0,-1583000000.0,42,皖通科技,4.1,10.17,,2026-05-12 14:37:08
208,Web3.0,2103.81,-1.34,10382000000.0,13632000000.0,-3249000000.0,65,佳创视讯,10.41,10.18,,2026-05-12 14:37:08
209,国资云,1667.09,-1.35,11713000000.0,14863999999.999998,-3151000000.0,54,中国科传,5.07,29.22,,2026-05-12 14:37:08
210,虚拟数字人,1573.39,-1.35,24357000000.0,33313000000.0,-8956000000.0,173,华策影视,14.55,10.08,,2026-05-12 14:37:08
211,医疗器械概念,3318.76,-1.35,42642000000.0,52453000000.0,-9811000000.0,405,唯科科技,16.55,148.3,,2026-05-12 14:37:08
212,数据确权,1705.21,-1.35,6679000000.000001,7993000000.000001,-1314000000.0,68,众合科技,10.02,10.76,,2026-05-12 14:37:08
213,乡村振兴,1260.92,-1.35,48356000000.0,63714000000.0,-15358000000.000002,428,康欣新材,10.1,4.36,,2026-05-12 14:37:08
214,腾讯概念,1495.67,-1.35,74154000000.0,91534000000.0,-17381000000.0,295,线上线下,20.0,111.49,,2026-05-12 14:37:08
215,转基因,1897.35,-1.36,580000000.0,994000000.0,-415000000.00000006,20,禾元生物,1.25,59.03,,2026-05-12 14:37:08
216,人脸识别,1497.03,-1.36,12474000000.0,17490000000.0,-5016000000.0,110,汉邦高科,19.98,11.47,,2026-05-12 14:37:08
217,辅助生殖,1352.81,-1.38,10451000000.0,11075000000.0,-625000000.0,74,重药控股,10.02,6.81,,2026-05-12 14:37:08
218,超级电容,3287.59,-1.38,15713000000.0,18777000000.0,-3063000000.0,37,中国西电,5.25,19.05,,2026-05-12 14:37:08
219,动力电池回收,1038.25,-1.38,28567000000.0,39011000000.0,-10444000000.0,94,特锐德,9.09,32.99,,2026-05-12 14:37:08
220,石墨烯,1928.83,-1.38,10983000000.0,14494999999.999998,-3511999999.9999995,76,华正新材,8.43,96.54,,2026-05-12 14:37:08
221,AI语料,1325.15,-1.39,9228000000.0,11419000000.0,-2191000000.0,52,华策影视,14.55,10.08,,2026-05-12 14:37:08
222,体育产业,1157.77,-1.39,9089000000.0,11151000000.0,-2062000000.0,132,ST棕榈,5.29,1.79,,2026-05-12 14:37:08
223,医药电商,1077.75,-1.39,12458000000.0,14247999999.999998,-1789999999.9999998,174,华瑞股份,13.15,33.38,,2026-05-12 14:37:08
224,维生素,1421.9,-1.39,3963000000.0000005,4870000000.0,-907000000.0,75,尔康制药,7.08,4.84,,2026-05-12 14:37:08
